GeneSymbol	GeneID	ChemicalName	ChemicalID	CasRN	Interaction	InteractionActions	PubMedIDs
TXNRD1	7296	Cisplatin	D002945	15663-27-1	Cisplatin promotes the reaction [TXNRD1 protein binds to TXN1 protein]	affects^binding|increases^reaction	20851179
TXNRD1	7296	Cisplatin	D002945	15663-27-1	Cisplatin promotes the reaction [TXNRD1 protein binds to TXNDC17 protein]	affects^binding|increases^reaction	20851179
TXNRD1	7296	Cisplatin	D002945	15663-27-1	Cisplatin results in decreased activity of TXNRD1 protein	decreases^activity	21172426
TXNRD1	7296	Cisplatin	D002945	15663-27-1	Cisplatin results in increased expression of TXNRD1 mRNA	increases^expression	25450742|25596134
TXNRD1	7296	Cisplatin	D002945	15663-27-1	TXNRD1 protein results in decreased susceptibility to Cisplatin	decreases^response to substance	10490269
TXNRD1	7296	Clodronic Acid	D004002	10596-23-3	Clodronic Acid results in increased expression of TXNRD1 mRNA	increases^expression	25596134
TXNRD1	7296	Cobalt	D003035	7440-48-4	[tungsten carbide co-treated with Cobalt] results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^expression	23052192
TXNRD1	7296	cobaltous chloride	C018021	7646-79-9	cobaltous chloride results in increased expression of TXNRD1 mRNA	increases^expression	22941251
TXNRD1	7296	coniferaldehyde	C075384	458-36-6	coniferaldehyde results in increased expression of TXNRD1 mRNA	increases^expression	26275128
TXNRD1	7296	Copper	D003300	7440-50-8	Copper results in increased expression of TXNRD1 mRNA	increases^expression	20875833
TXNRD1	7296	Copper	D003300	7440-50-8	[Organoselenium Compounds binds to Copper] which results in increased expression of TXNRD1 mRNA	affects^binding|increases^expression	25167922
TXNRD1	7296	Copper Sulfate	D019327	7758-98-7	Copper Sulfate results in increased expression of TXNRD1 mRNA	increases^expression	19549813
TXNRD1	7296	cupric chloride	C029892	7447-39-4	cupric chloride results in increased expression of TXNRD1 mRNA	increases^expression	17211630
TXNRD1	7296	Curcumin	D003474	458-37-7	Curcumin analog results in increased expression of TXNRD1 mRNA	increases^expression	26409325
TXNRD1	7296	Curcumin	D003474	458-37-7	Curcumin results in increased expression of TXNRD1 mRNA	increases^expression	17198877
TXNRD1	7296	Cycloheximide	D003513	66-81-9	Cycloheximide inhibits the reaction [Acrolein results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	15652504
TXNRD1	7296	Cycloheximide	D003513	66-81-9	Cycloheximide inhibits the reaction [sulforafan results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	12663510
TXNRD1	7296	Cyclosporine	D016572	59865-13-3	[Cyclosporine co-treated with Cholic Acids] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	27344345
TXNRD1	7296	Cyclosporine	D016572	59865-13-3	Cyclosporine results in increased expression of TXNRD1 mRNA	increases^expression	20106945|25596134
TXNRD1	7296	cylindrospermopsin	C089595	143545-90-8	cylindrospermopsin results in increased expression of TXNRD1 mRNA	increases^expression	23726867
TXNRD1	7296	Cysteine	D003545	52-90-4	TXNRD1 gene mutant form inhibits the reaction [diphenyldiselenide results in increased abundance of Cysteine]	decreases^reaction|increases^abundance	23360449
TXNRD1	7296	Dactinomycin	D003609	50-76-0	Dactinomycin inhibits the reaction [Acrolein results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	15652504
TXNRD1	7296	Dactinomycin	D003609	50-76-0	Dactinomycin inhibits the reaction [sulforafan results in increased expression of TXNRD1 mRNA]	decreases^reaction|increases^expression	12663510
TXNRD1	7296	darinaparsin	C515055		darinaparsin results in increased expression of TXNRD1 mRNA	increases^expression	23426167
TXNRD1	7296	Dexamethasone	D003907	50-02-2	Dexamethasone results in increased expression of TXNRD1 mRNA	increases^expression	25047013
TXNRD1	7296	Diclofenac	D004008	15307-86-5	Diclofenac affects the expression of TXNRD1 mRNA	affects^expression	24752500
TXNRD1	7296	diethyl maleate	C014476	141-05-9	diethyl maleate results in increased expression of TXNRD1 mRNA	increases^expression	15521073
TXNRD1	7296	dimethylarsine	C062856	593-57-7	[sodium arsenite co-treated with dimethylarsine analog co-treated with methylarsine analog] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	25873331
TXNRD1	7296	Dimethylnitrosamine	D004128	62-75-9	Dimethylnitrosamine results in increased expression of TXNRD1 mRNA	increases^expression	17547211
TXNRD1	7296	Dinitrochlorobenzene	D004137	97-00-7	Dinitrochlorobenzene results in increased expression of TXNRD1 mRNA	increases^expression	17374397|20146380|20566472
TXNRD1	7296	diphenyldiselenide	C061132	1666-13-3	TXNRD1 gene mutant form inhibits the reaction [diphenyldiselenide results in increased abundance of Cysteine]	decreases^reaction|increases^abundance	23360449
TXNRD1	7296	diphenyldiselenide	C061132	1666-13-3	TXNRD1 gene mutant form results in decreased susceptibility to diphenyldiselenide	decreases^response to substance	23360449
TXNRD1	7296	diphenyl disulfide	C053871	882-33-7	diphenyl disulfide inhibits the reaction [Methylmercury Compounds results in decreased activity of TXNRD1 protein]	decreases^activity|decreases^reaction	28383113
TXNRD1	7296	diphenyl disulfide	C053871	882-33-7	diphenyl disulfide results in increased expression of and results in increased activity of TXNRD1 protein	increases^activity|increases^expression	28383113
TXNRD1	7296	Diquat	D004178	2764-72-9	Diquat results in increased expression of TXNRD1 mRNA	increases^expression	21172416
TXNRD1	7296	Disulfiram	D004221	97-77-8	Disulfiram results in increased expression of TXNRD1 mRNA	increases^expression	20566472
TXNRD1	7296	Dithionitrobenzoic Acid	D004228	69-78-3	TXNRD1 protein results in increased reduction of Dithionitrobenzoic Acid	increases^reduction	21172426
TXNRD1	7296	dorsomorphin	C516138		[NOG protein co-treated with mercuric bromide co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^expression	27188386
TXNRD1	7296	dorsomorphin	C516138		[NOG protein co-treated with p-Chloromercuribenzoic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^expression	27188386
TXNRD1	7296	dorsomorphin	C516138		[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^expression	27188386
TXNRD1	7296	Dronabinol	D013759		Dronabinol results in increased expression of TXNRD1 mRNA	increases^expression	18454173
TXNRD1	7296	Drugs, Chinese Herbal	D004365		Drugs, Chinese Herbal results in increased expression of TXNRD1 mRNA	increases^expression	23811387
TXNRD1	7296	ebselen	C042986	60940-34-3	ebselen results in increased expression of and results in increased activity of TXNRD1 protein	increases^activity|increases^expression	28383113
TXNRD1	7296	Edetic Acid	D004492	60-00-4	Edetic Acid results in increased activity of TXNRD1 protein	increases^activity	16774913
TXNRD1	7296	Edetic Acid	D004492	60-00-4	Zinc inhibits the reaction [Edetic Acid results in increased activity of TXNRD1 protein]	decreases^reaction|increases^activity	16774913
TXNRD1	7296	elesclomol	C512195		elesclomol results in increased expression of TXNRD1 mRNA	increases^expression	18723479
TXNRD1	7296	Emodin	D004642	518-82-1	Emodin results in decreased expression of TXNRD1 mRNA	decreases^expression	16045814
TXNRD1	7296	Enzyme Inhibitors	D004791		[Enzyme Inhibitors results in decreased activity of OGA protein] which results in increased O-linked glycosylation of TXNRD1 protein	decreases^activity|increases^O-linked glycosylation	23301498
TXNRD1	7296	Epichlorohydrin	D004811	106-89-8	Epichlorohydrin results in increased expression of TXNRD1 mRNA	increases^expression	24211530
TXNRD1	7296	erucin	C073539	4430-36-8	erucin results in increased expression of and results in increased activity of TXNRD1 protein	increases^activity|increases^expression	15740016
TXNRD1	7296	erucin	C073539	4430-36-8	erucin results in increased expression of TXNRD1 mRNA	increases^expression	15740016
TXNRD1	7296	erucin	C073539	4430-36-8	Selenium promotes the reaction [erucin results in increased expression of and results in increased activity of TXNRD1 protein]	increases^activity|increases^expression|increases^reaction	15740016
TXNRD1	7296	erucylphospho-N,N,N-trimethylpropylammonium	C472787		erucylphospho-N,N,N-trimethylpropylammonium results in increased expression of TXNRD1 mRNA	increases^expression	29464035
TXNRD1	7296	Estradiol	D004958	50-28-2	[Estradiol co-treated with TGFB1 protein] results in decreased expression of TXNRD1 mRNA	affects^cotreatment|decreases^expression	30165855
TXNRD1	7296	Estradiol	D004958	50-28-2	Estradiol promotes the reaction [ESR1 protein binds to TXNRD1 protein]	affects^binding|increases^reaction	23665804|29389661
TXNRD1	7296	Estradiol	D004958	50-28-2	Estradiol results in increased expression of TXNRD1 mRNA	increases^expression	16514628
TXNRD1	7296	Ethanol	D000431	64-17-5	[[Gasoline co-treated with Ethanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^abundance|increases^expression	29432896
TXNRD1	7296	Ethinyl Estradiol	D004997	57-63-6	[Ethinyl Estradiol co-treated with Cholic Acids] affects the expression of TXNRD1 mRNA	affects^cotreatment|affects^expression	27344345
TXNRD1	7296	Eugenol	D005054	97-53-0	Eugenol results in increased expression of TXNRD1 mRNA	increases^expression	20566472
TXNRD1	7296	Fenofibrate	D011345	49562-28-9	Fenofibrate results in increased expression of TXNRD1 mRNA	increases^expression	25596134
TXNRD1	7296	ferric citrate	C025314	3522-50-7	ferric citrate results in increased expression of TXNRD1 mRNA	increases^expression	29959986
TXNRD1	7296	Flame Retardants	D005411		Flame Retardants results in increased expression of TXNRD1 mRNA	increases^expression	19858236
TXNRD1	7296	Floxacillin	D005436	5250-39-5	Floxacillin results in increased expression of TXNRD1 mRNA	increases^expression	28444390
TXNRD1	7296	Fluorouracil	D005472	51-21-8	Fluorouracil results in decreased expression of TXNRD1 mRNA	decreases^expression	19219653
TXNRD1	7296	Fulvestrant	D000077267	129453-61-8	Fulvestrant results in decreased expression of TXNRD1 mRNA	decreases^expression	16514628
TXNRD1	7296	Galactose	D005690	26566-61-0	Galactose results in decreased expression of TXNRD1 mRNA	decreases^expression	23274001
TXNRD1	7296	Galactose	D005690	26566-61-0	sodium bisulfide inhibits the reaction [Galactose results in decreased expression of TXNRD1 mRNA]	decreases^expression|decreases^reaction	23274001
TXNRD1	7296	gamma-Linolenic Acid	D017965		gamma-Linolenic Acid results in increased expression of TXNRD1 mRNA	increases^expression	20664735
TXNRD1	7296	Gasoline	D005742		[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^abundance|increases^expression	29432896
TXNRD1	7296	Gasoline	D005742		[[Gasoline co-treated with Ethanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^abundance|increases^expression	29432896
TXNRD1	7296	Gasoline	D005742		[Gasoline results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^abundance|increases^expression	29432896
TXNRD1	7296	gedunin	C106014	2753-30-2	gedunin results in increased expression of TXNRD1 mRNA	increases^expression	17010675
TXNRD1	7296	Genistein	D019833	446-72-0	Genistein results in increased expression of TXNRD1 mRNA	increases^expression	18444173
TXNRD1	7296	glycidamide	C071834		glycidamide results in increased expression of TXNRD1 mRNA	increases^expression	17822822
TXNRD1	7296	Gold	D006046	7440-57-5	Gold results in decreased activity of TXNRD1 protein	decreases^activity	20851179
TXNRD1	7296	Gold	D006046	7440-57-5	Gold results in increased expression of TXNRD1 mRNA	increases^expression	29705079
TXNRD1	7296	hexyl cinnamic aldehyde	C080043	101-86-0	hexyl cinnamic aldehyde results in increased expression of TXNRD1 mRNA	increases^expression	20566472
TXNRD1	7296	Hydrogen Peroxide	D006861	7722-84-1	[Hydrogen Peroxide co-treated with Quinic Acid analog] results in increased expression of TXNRD1 mRNA	affects^cotreatment|increases^expression	21751221
TXNRD1	7296	Hydrogen Peroxide	D006861	7722-84-1	Hydrogen Peroxide results in decreased expression of TXNRD1 mRNA	decreases^expression	18951874
TXNRD1	7296	Hydrogen Peroxide	D006861	7722-84-1	Hydrogen Peroxide results in increased expression of TXNRD1 mRNA	increases^expression	12414654|15521073
TXNRD1	7296	hydroquinone	C031927	123-31-9	hydroquinone results in increased expression of TXNRD1 mRNA	increases^expression	15452088|31256213
TXNRD1	7296	hydroxyethyl methacrylate	C005044	868-77-9	hydroxyethyl methacrylate results in increased expression of TXNRD1 mRNA	increases^expression	30497689
TXNRD1	7296	hydroxyhydroquinone	C013038	533-73-3	hydroxyhydroquinone results in increased expression of TXNRD1 mRNA	increases^expression	17572062
TXNRD1	7296	Hypochlorous Acid	D006997	7790-92-3	Hypochlorous Acid results in increased expression of TXNRD1 mRNA	increases^expression	18156441
TXNRD1	7296	iberin	C082585	505-44-2	iberin results in increased expression of and results in increased activity of TXNRD1 protein	increases^activity|increases^expression	15740016
TXNRD1	7296	iberin	C082585	505-44-2	iberin results in increased expression of TXNRD1 mRNA	increases^expression	15740016
TXNRD1	7296	iberin	C082585	505-44-2	Selenium promotes the reaction [iberin results in increased expression of and results in increased activity of TXNRD1 protein]	increases^activity|increases^expression|increases^reaction	15740016
TXNRD1	7296	ICG 001	C492448		ICG 001 results in decreased expression of TXNRD1 mRNA	decreases^expression	26191083
TXNRD1	7296	Ifosfamide	D007069	3778-73-2	Ifosfamide results in increased expression of TXNRD1 mRNA	increases^expression	25596134
TXNRD1	7296	INCB018424	C540383		[INCB018424 co-treated with Arsenic Trioxide] results in decreased expression of TXNRD1 mRNA	affects^cotreatment|decreases^expression	30012499
TXNRD1	7296	isoeugenol	C036643	97-54-1	isoeugenol results in increased expression of TXNRD1 mRNA	increases^expression	20566472
TXNRD1	7296	Isoflavones	D007529		Isoflavones results in increased expression of TXNRD1 mRNA	increases^expression	17374662
TXNRD1	7296	Isoniazid	D007538	54-85-3	Isoniazid results in increased expression of TXNRD1 mRNA	increases^expression	28444390
TXNRD1	7296	(+)-JQ1 compound	C561695		(+)-JQ1 compound analog binds to TXNRD1 protein	affects^binding	24972113
TXNRD1	7296	(+)-JQ1 compound	C561695		(+)-JQ1 compound results in increased expression of TXNRD1 mRNA	increases^expression	24796395
TXNRD1	7296	juglone	C005134	481-39-0	TXNRD1 protein results in increased reduction of juglone	increases^reduction	21172426
TXNRD1	7296	K 7174	C410337		K 7174 results in increased expression of TXNRD1 mRNA	increases^expression	24086573
TXNRD1	7296	Lactic Acid	D019344	50-21-5	Lactic Acid results in increased expression of TXNRD1 mRNA	increases^expression	20566472
TXNRD1	7296	lead acetate	C008261	301-04-2	lead acetate results in increased expression of TXNRD1 mRNA	increases^expression	27562236
TXNRD1	7296	Leflunomide	D000077339	75706-12-6	Leflunomide results in increased expression of TXNRD1 mRNA	increases^expression	28988120
TXNRD1	7296	lipoamide	C013091	940-69-2	TXNRD1 protein results in increased reduction of lipoamide	increases^reduction	21172426
TXNRD1	7296	Lithocholic Acid	D008095	434-13-9	[Lithocholic Acid results in increased activity of NFE2L2 protein] which results in increased expression of TXNRD1 mRNA	increases^activity|increases^expression	17724089
